S No,Media Site Id,City,Zone,Locality,Pin Code,Office Building Name,No of Employees (Approx),No of Screens,No of impressions per month,Screen Size,"Latitude,Longitude",Facility Type,Tenant Details
1,MSE7WE6S,Hyderabad,Kothaguda Junction,Kondapur,500084,Awfis - B144Lorven Tiara,1000,7,88200,32 inch LED TV,"17.458914,78.366565",Coworking space,"Acads 360, Toyota Tshusho, HATHORITY, TECHSOL"
2,MS04G7X0,Hyderabad,Begumpet,Begumpet,500016,Awfis - Oyster Complex,1000,3,37800,32 inch LED TV,"17.430423736572266,78.4564208984375",Coworking space,"Piramal,, Lead brand media, Fund insights investment, Neemans, Irich, Visamint, Migration standards, world immigration consultant"
3,MSGBY6HE,Hyderabad,Hitech city,HITEC City,500081,Awfis - Hitech City 6th,1500,3,37800,32 inch LED TV,"17.451776,78.370972",Coworking space,"Life Overseas Career, Visamint overseas service, Fund Insiight Investment, Whiteoak Capital Group,, Piramal Swasthya, Mahindra Logistics, Madduri IT services, Worl Immigration Consultants, Migration Standards, iRich,carbanio, "
4,MS8XWDQH,Hyderabad,Gachibowli,"Ground Floor, Vindhya C4, IIIT-H Campus, Gachibowli, Telangana 500032",500032,CIE Office Space,600,4,50400,32 inch LED TV,"17.44615936279297,78.34999084472656",Corporate Office,"Avanthika Innovations, Alphamu software technologies,  Five fingers innovative solutions, Aapah innovations,  Agilitix Al, Indriyn Data analytics, MED365, Akrantha software PVT LTD, , Kainoos geospartial technologies, Shine projects, bucker HQ"
5,MSZ98CPD,Hyderabad,Madhapur,Serilingampally,500081,T-Hub,2000,22,277200,43 inch LED TV,"17.43385887145996,78.37599182128906",Corporate Office,"Freedom Surgical, Alanati restaurent, Choice solutions limited, TMI Group, KVK Energy and infrastructure pvt ltd"
6,MSS2ZA3P,Hyderabad,Madhapur,HITEC City,500084,Oyo Workspace - Hitech,300,2,25200,32 inch LED TV,"17.456728,78.373513",Coworking space,"REALVERSE PROPTECH PRIVATE LIMITED, ROADSIDE VENTURES PRIVATE LIMITED, , NAIDU DIGITAL PAYMENTS PRIVATE LIMITED,  NAIDU FINTECH PRIVATE LIMITED, NAIDU SOFTWARE TECHNOLOGIES PRIVATE LIMITED, CAPELLA ENTERPRISES, NXTDIV TECHNOLOGIES PVT LTD, SCOTCH N WATER INNOVATIONS PVT LTD, KITAAB TECHNOLOGIES PVT LTD, LINKUPH BHARATH PVT LTD, INFIRAY SOFTWARE"
7,MSFSMGZE,Hyderabad,Begumpet,Begumpet,500016,Awfis - Prestige Phoenix,600,3,37800,32 inch LED TV,"17.437199,78.457087",Coworking space," MerckNovateur electrical and digital enterprises, Digit"
8,MS2311D3,Hyderabad,Ameerpet,Ameerpet,500073,Awfis - Vasavi MPM Mall,1000,2,25200,32 inch LED TV,"17.43308143,78.44863917",Coworking space,"Aarth,  skyland, digital Brandlance, Gleneagles hospitals, Study overseas, willis towers watson, ernota technogies, Hash Overseas"
9,MSCWGWYM,Hyderabad,Hitech city,HITEC City,500081,Awfis - Hitech City 1st,672,3,37800,32 inch LED TV,"17.451797,78.371037",Coworking space,"cloud angles, neobric, Divimaxim, dispatch track,  sun positive"
10,MSW45DT1,Hyderabad,Gachibowli,Nanakaramguda,500008,Awfis - Rajapushpa Summit,1000,3,37800,32 inch LED TV,"17.423187255859375,78.33953857421875",Coworking space,"Wework, TATA elxsi,  thoughtworks technologies pvt ltd, Rational services, urvo india symbyont smart spaces "
11,MSKTEMG2,Hyderabad,Hitech city,HITEC City,500081,Awfis - Hitech City 4th,624,3,37800,32 inch LED TV,"17.45181655883789,78.37104034423828",Coworking space,"archents,  Glass free life, technominds, servo icon, Celzene, Stratmed"
12,MSTY8QSC,Hyderabad,Nanakaramguda,Nanakaramguda,500032,Awfis - Myscape Weave,500,2,25200,32 inch LED TV,"17.41456413269043,78.33641052246094",Coworking space,Van lavino
13,MSXZS7KJ,Hyderabad,Film Nagar,Navanirman Nagar Colony,500033,Phoenix IVY,1000,1,12600,55 inch LED TV,"17.420555114746094,78.4109878540039",Corporate Office,"D.E shaw pvt ltd, Neuland laboratories pvt ltd"
14,MSZS4JJN,Hyderabad,Banjara hills,Banjara Hills and Jubilee Hills,500034,NSL Icon,1500,4,50400,24 inch LED TV,"17.411884307861328,78.43603515625",Corporate Office," Konecranes India,  Swarna Shubha Bhoomi, NSL Textiles Limited, Heritage fresh"
15,MSZJ0FQX,Hyderabad,"Hyderabad, Telangana",Kondapur,500081,Wework - Krishe Emerald,3000,9,113400,43 inch LED TV,"17.4583957,78.368352",Coworking space," Enwave Concepts and Consultants, 9AV Ads,  Rabrigid Private Limited, PDI Software India LLP, Option Zero Research & Consulting Services,  Abhinav Immigration Services Pvt. Ltd."
16,MS1V1P3R,Hyderabad,"Hyderabad, Telangana",Manikonda Jagir,500032,Wework - Rajapushpa Summit,700,4,50400,43 inch LED TV,"17.4231761,78.3390326",Coworking space," Futluz Technologies,  CloudBuilders Technologies Private Limited"
17,MSB03YZV,Hyderabad,"Hyderabad, Telangana",Madhapur,500081,WeWork - Mindspace,2500,2,25200,43 inch LED TV,"17.44149398803711,78.38087463378906",Coworking space,"Flylines India Visa Consultancy Service, JP Morgan Chase India Private Limited, Eminence Business Media LLP, IBM India Pvt. Ltd.,  Concentrix Daksh Business Services Pvt Ltd"
18,MSVKR57Z,Hyderabad,Uppal,"Survey No- 1, 6, Uppal - Ramanthapur Rd, Uppal, Hyderabad, Telangana 500039",500039,NSL Arena Tech Park,5000,30,378000,24 inch LED TV,"17.402703,78.546431",Corporate Office,"Techintelli solutions pvt ltd, Lancesoft india pvt ltd, Smart folks, Excelra,  Cyient Ltd, LIC customer zone, Honey bees,  ProKarma Softech,  Suja Associates Pvt Ltd, Midnight cravings,  IKS Health Pvt. Ltd"
19,MSGYTRGN,Hyderabad,Gachibowli and Hitech City,Madhapur,500081,Raheja Mindspace IT Park - Madhapur,78450,22,277200,55 inch LED TV,"17.438325881958008,78.38472747802734",Corporate Office,"Policy Bazar, HSBC, IBM, Schneider,  Mind Tree , Global Edge, Thomson Reuters, Cognizant, Amazon, Facebook, Wipro"
20,MSF5QG1H,Hyderabad,Kokapet & Financial District,Financial District,500032,Elemental,2000,4,50400,43 inch LED TV,"17.413440704345703,78.34354400634766",Corporate Office,"Elemental Realty Pvt Ltd,  Info Services Digitech India"
21,MSRKK39Z,Hyderabad,Gachibowli,Gachibowli and Hitech City,500081,Meenakshi Tech Park,9000,2,25200,55 inch LED TV,"17.443562,78.369468",Corporate Office," KlearTone Pvt Ltd,  Reliance Retail Limited,  Areteans Hyderabad,  Ivy Comptech Meenakshi, Credera Hyderabad,  O.C.Tanner India Pvt Ltd,  Itya TV"
22,MSM1YJP5,Hyderabad,Madhapur,Madhapur,500081,Sattva Octave (Redbrick Offices),850,2,25200,32 inch LED TV,"17.434263229370117,78.382080078125",Coworking space," GD Goenka La Petite Montessori PreSchool,  Chubb Business Services India Private Limited,  MyLandscaping Solutions Private Limited (Landscapic ),  Splunk Services India Private Limited,  Nextracker India Pvt. Ltd.,  Splunk Services India Private Limited,  Invenio Business Solutions Pvt Ltd,  Lloyds Technology Centre,  Chubb Business Services India Private Limited,  Silabs India Private Limited, Moderate Capsule | Moderate Tablet | Lets Moderate | Let's"
23,MSZPRN20,Hyderabad,Hitech city,Hitech city,500081,Sattva Orwell (Redbrick Offices),850,3,37800,32 inch LED TV,"17.43275260925293,78.38138580322266",Coworking space," Belatrix Software Pvt Ltd ,  Nihira Business Solutions India pvt ltd.,  EcoEvolve Bio Private Limited, ANAROCK Property Consultants, Synopsys, Design Group (DG),  JDA Software,  Siemens EDA India Private Ltd.,  JD Sports Fashion India LLP, Kshema General Insurance Limited, TATWA INFOCOM PRIVATE LIMITED, Mentor Graphics India Private Limited"
24,MS6BHXVA,Hyderabad,Hitech city,HITEC City,500081,Raheja 2A (Redbrick Offices),850,1,12600,32 inch LED TV,"17.44499397277832,78.38067626953125",Coworking space," Concentrix Daksh India Pvt Ltd, iAppSys Technologies,  Radix Business Solutions,  Cushman & Wakefield - Commercial Real Estate Services, Surya Soft Tech, Accelalpha,  Cushman & Wakefield - Commercial Real Estate Services,  Thundersoft India Pvt Ltd., 24-7 Intouch - Hyderabad, Reachout Business Analytics,  Universal Interior Designs"
25,MS3WEYPC,Hyderabad,Hitech city,HITEC City,500081,Symbyont Smart Space Aurobindo Orbit,2000,2,25200,43 inch LED TV,"17.434783935546875,78.31624603271484",Coworking space,"-Premier Energies Limited, Davisware Software Solutions Pvt Ltd , Capital Now, Storable India Pvt Ltd, Credit Vidya (Info credit service)"
26,MSN5812F,Hyderabad,Nanakaramguda,Financial District,500032,Symbyont Smart Space Rajapushpa Summit,800,2,25200,43 inch LED TV,"17.423080444335938,78.33920288085938",Coworking space,"Euklid Innovations, Highspot, Turvo India Pvt Ltd, CBL Solutions, Typeface AI, Mordor Intelligence, Qbrainx India Private Limited, Adaptoid Labs India Private Limited , Scalify India Private Limited "
27,MSVCYW37,Hyderabad,Hitech city,Silpa Gram Craft Villag,500032,Symbyont Smart Space Dallas Centre,1760,5,63000,43 inch LED TV,"17.433302,78.378452",Coworking space,"Ovation Services Pvt Ltd, Knight Frank India Pvt Ltd, Perficient India Private Limited , Unirac Solar India LLP, Fluxon Apps,  Fint Solutions, Avani Tech Solutions Pvt Ltd, Softobiz Technologies, Recvue (I) Pvt Ltd,  Release Point, Tek Tree Software Solutions"
28,MSX89PDY,Hyderabad,Hitech city,Silpa Gram Craft Village,500081,WeWork - RMZ Spire,1195,4,50400,43 inch LED TV,"17.433408737182617,78.3824234008789",Coworking space,"Nielsen Media India Pvt Ltd, Info It Solutions Private Limited, Opland ERP, Clifford Chance Business Services, Indian Explosives Pvt Ltd (Orica), Urban School, RVR ADGAMEFILM STUDIOS, Orané Studio"
29,MSVJ4VSQ,Hyderabad,Kukatpally,KPHB,500072,NSL Centrum Mall,,4,50400,24 inch LED TV,"17.48344612121582,78.39322662353516",Office Cum Mall," Teleperformance Hyderabad,  Tata STRIVE Skill Development Centre"
30,MSJ5XHT2,Hyderabad,Gachibowli and Hitech City,Gachibowli,500081,Meenakshi Tech Park {IE},9000,10,126000,24 inch LED TV,"17.443790435791016,78.36992645263672",Corporate Office," Smart drive, ATN, , Meritytics., HDFC,,   Reliance Retail Limited,,   Areteans Hyderabad,,   IVY groups,"
31,MS4AZRPD,Hyderabad,"Hyderabad, Telangana",Gachibowli,500081,Meenakshi Tech Park-43 Inch Pods,9000,11,138600,43 inch LED TV,"17.443790435791016,78.36992645263672",Corporate Office," ATN, , Meritytics., HDFC, ,  Reliance Retail Limited, ,  Areteans Hyderabad,,   IVY groups,,  Smart drive,"
32,MS8QXAXG,Hyderabad,Serilingampally and Tellapur,Serilingampally,500081,Aurobindo Galaxy Tech Park,10360,6,75600,43 inch LED TV,"17.436410903930664,78.37604522705078",Corporate Office," ICICI Bank Ltd, Hyderabad - Aurobindo Galaxy, DAZN SOFTWARE PRIVATE LIMITED, Techigai Private Limited, Dataeconomy, Spandana Spoorthy Limited, Garmin Technologies Private Limited"
33,MS9D3Q1H,Hyderabad,Gachibowli and Hitech City,Kondapur,500081,Purva Summit Tech Park,1600,1,12600,43 inch LED TV,"17.453523635864258,78.37041473388672",Corporate Office,"Pentagon interior, Infotech global ltd india, KodeCorp Technology Solutions, Uber Development Center Hyderabad, KP AI Solutions (Whatsapp Chatbot for Real Estate ,Hospitals etc), Nemetschek India (formerly Spacewell India)"
34,MSQ4B834,Hyderabad,Gachibowli and Hitech City,Hitech city,500081,Raheja IT Park Tower 3,749,3,37800,43 inch LED TV,"17.443674087524414,78.3798828125",Corporate Office,"Cytel Statistical Software & Services Private Limited, Sodexo Hyderabad, Pi Square Technologies India Pvt Ltd, Visvi Info Private Limited, DigitalTrust Technologies, Mogli Labs India Pvt Ltd, Copart India Center, Envoy Global India Pvt Limited, SDC Clinical (India) Private Limited"
35,MS58GHAP,Hyderabad,Nanakaramguda,Financial District,500032,Awfis - Prestige Skytech,,1,12600,32 inch LED TV,"17.414167404174805,78.33903503417969",Coworking space,"Prestige Sky Tech, Dattam Labs"
36,MST6XYSD,Hyderabad,Hyderabad,Gachibowli,500081,Quick Start - Vasavi Sky City Gachibowli,1300,4,50400,32 inch LED TV,"17.443986892700195,78.36515045166016",Corporate Office,"Ratnadeep Super Market Pvt. Ltd, Airsah Solutions Pvt Ltd"
37,MSJ2NE10,Hyderabad,Hyderabad,Hyderabad,500039,DSL Abacus IT Park,8000,4,50400,24 inch LED TV,"17.399776458740234,78.55554962158203",Corporate Office,
38,MS4BPPX3,Hyderabad,"Uppal, LB Nagar and Dilsukhnagar",Uppal,500039,DSL ABACUS IT PARK POD,8000,3,37800,43 inch LED TV,"17.399883270263672,78.55551147460938",Corporate Office,
39,MST9PZ0Q,Hyderabad,Kokapet & Financial District,Gandipet,500075,"GAR Laxmi Infobahn (T1, T2)",5000,19,239400,55 inch LED TV,"17.38088607788086,78.32452392578125",Corporate Office,
40,MS0NXSGV,Hyderabad,Hyderabad,Hyderabad,500075,"GAR Laxmi Infobahn (T3, T4)",5000,7,88200,55 inch LED TV,"17.40387535095215,78.33106231689453",Corporate Office,
41,MSRYTHNT,Hyderabad,Kokapet & Financial District,Kokapet,500075,"GAR Laxmi Infobahn (T3, T4) {IE}",5000,13,163800,24 inch LED TV,"17.40387535095215,78.33106231689453",Corporate Office,
42,MS274R65,Hyderabad,Kokapet & Financial District,Gandipet,500075,"GAR Laxmi Infobahn (T1, T2){IE}",5000,23,289800,24 inch LED TV,"17.38088607788086,78.32452392578125",Corporate Office,
43,MSZN0BE3,Hyderabad,Gachibowli and Hitech City,Gachibowli,500081,Vasavi Sky city,1800,3,37800,55 inch LED TV,"17.43882179260254,78.36436462402344",Corporate Office,"Aviz Networks India, Joshpunar projects Private Limited, Keka HR Payroll Software, Livello India Private Limited"
44,MSVJAYD1,Hyderabad,Gachibowli and Hitech City,Gachibowli,500081,Quick Start - Cynosure Gachibowli,280,1,12600,32 inch LED TV,"17.437328338623047,78.36690521240234",Coworking space,"Palmeto Solutions, W3SOFTECH INDIA PRIVATE LIMITED, AeroByte Innovations Pvt. Ltd., Ericom Software Systems, Oxiv Recruitment services"
45,MSDTM6SC,Hyderabad,Gachibowli and Hitech City,Madhapur,500081,Quick Start - Madhapur,650,3,37800,32 inch LED TV,"17.446043014526367,78.38471984863281",Coworking space,"NxtHire India Private Limited, Airsah Solutions Pvt Ltd"
46,MSPTE45W,Hyderabad,Kokapet & Financial District,Gandipet,500075,"GAR Laxmi Infobahn (T5, T6)",5000,10,126000,55 inch LED TV,"17.38088607788086,78.32452392578125",Corporate Office,"Cognizant, Capgemini, Alstom, Zeta, Lansum"
47,MSQHZRP6,Hyderabad,Kokapet & Financial District,Gandipet,500075,"GAR Laxmi Infobahn (T5, T6){IE}",5000,17,214200,24 inch LED TV,"17.38088607788086,78.32452392578125",Corporate Office,"Cognizant, Capgemini, Alstom, Zeta, Lansum"
48,MSV5H71Q,Hyderabad,Gachibowli and Hitech City,Gachibowli,500032,Draper,100,3,37800,32 inch LED TV,"17.442853927612305,78.35852813720703",Corporate Office,"TG10X, Headstart Network Foundation, GroundZero"
49,MS2VFZ3C,Hyderabad,Gachibowli and Hitech City,Nanakramguda,500032,Sohini Tech Park (TS),1500,3,37800,55 inch LED TV,"17.423004150390625,78.34717559814453",Coworking space,
50,MSSDH87V,Mumbai,Navi Mumbai,Kharghar,410210,The Landmark - Kharghar,1500,12,151200,32 inch LED TV,"19.03380584716797,73.0661849975586",Corporate Office,"Labh Homemakers Pvt Ltd, The sharp kids, Labh Homemakers Private Limited,, HYBRID 360FIT"
51,MSMEQGHY,Mumbai,West,Borivali,400080,Avior Corporate Park,2500,40,504000,32 inch LED TV,"19.17255486,72.94148432",Corporate Office,"Jindal Warehouse, Josho Learning PVT.LTD, Gibbs, Mishara, Porlob - Web, Mobile & Ecommerce App Development Company in Mumbai, Kundalika rafting, Traders of bitumen petrochemicals, Paras Metallurgical Industries, Iconic Family saloon, Pehel child development centre, Popular interior"
52,MSZ4E8KB,Mumbai,West,Dadar,400028,Awfis - Ruby Towers,364,2,25200,32 inch LED TV,"19.024285,72.842372",Coworking space,"Web Werks India Pvt Ltd, NeoSOFT, Asset Reconstruction Company (India) Ltd."
53,MSRQFCNJ,Mumbai,Navi Mumbai,Turbhe,400705,Everest Nirwana,1100,23,289800,32 inch LED TV,"19.07194,73.02787",Corporate Office,"7c cafe, Pocket HRMS - Payroll Software Provider , New Rampgreen Technologies Pvt. Ltd., Sage Software Solutions Pvt Ltd | ERP & CRM Provider in Mumbai, Zebra on wheels, Digicell, Turbhe, Charcoal Eats, Greytix, Inogic, VFORM TECHNOPACK PRIVATE LIMITED"
54,MS9MEHK8,Mumbai,East,Bandra East,400051,Nucleus - One BKC,16712,4,50400,55 inch LED TV,"19.060237884521484,72.86289978027344",Corporate Office,"Sawariya Futureworks Limited,, ,CFA Institute, Trafigura India Pvt Ltd, ICBC, Glander International Bunkering Pvt Ltd, Amezone, Kamani Foods, RISE World Limited, Dream11, Swiss Reinsurance company pvt ltd, PIX Transmissions Ltd"
55,MS2QZV6A,Mumbai,Navi Mumbai,Ghansoli,400710,Awfis - Auram Qpark,541,1,12600,32 inch LED TV,"19.1298463596193,73.0096997423623",Coworking space,"NoBroker Technologies Solutions Private Limited, ESRI INDIA TECHNOLOGIES PRIVATE LIMITED,, Schlumberger India Technology Centre Private Limited,  ERICSSON INDIA PVT. LTD"
56,MSH1ZXCB,Mumbai,West,Malad,400064,Rustomjee Eaze Zone Mall,3000,26,327600,32 inch LED TV,"19.174534,72.8419546",Corporate Office,"ABHIYANK ENTERPRISES, Express Zone B Wing, BOTHRA PROPERTIES, Smile Please Media, MAC REVIVE, RAMA Corporate & IT Solutions LLP, Studio Youmania, nand Rathi Share And Stock Brokers Ltd,  Meera Cotton & Synthetic Mills ( Pvt ) Ltd,  Professional Associates, Qbytech Solutions Pvt Ltd"
57,MSZ0QJ91,Mumbai,Navi Mumbai,Koperkhairen,400709,Fitness Kingdom Golds,280,2,25200,32 inch LED TV,"19.09540243,73.00526482",Corporate Office,
58,MS0REW7A,Mumbai,Andheri East,Chakala,400093,Oyo Workspace - Solitaire,300,3,37800,32 inch LED TV,"19.111763,72.858143",Coworking space,
59,MS08VDN4,Mumbai,Western Mumbai,Borivali East,400066,The Western Edge 2,3000,40,504000,32 inch LED TV,"19.218667,72.86361",Corporate Office,"My insurance club, Mahanagar gas ltd, Teamlease edtech ltd, Mobavenue media pvt ltd, Ace technologies grp, Sick india pvt ltd, Rotex automation, Shreeji woodcraft PVT.LTD, Medwiz health care, Guru krupa grp, WARPP ENGINEERS PVT LTD"
60,MSGYA4RT,Mumbai,Navi Mumbai,Vashi,400703,Awfis - Cyber One,242,1,12600,32 inch LED TV,"19.0685030749733,72.9932662767071",Coworking space,"NEXTQORE PRIVATE LIMITED, Planquadrat India Pvt Ltd, KASPERSKY LAB INDIA PRIVATE LIMITE,  Skymet Weather Services Pvt, Lifestarter Project Pvt Ltd, PRISTYN CARE, SCHLUMBERGER SOLUTIONS PRIVATE LIMITED, SCHLUMBERGER OILFIELD EASTERN LIMITED, RADCLIFFE EDUCATION PVT LTD"
61,MSQWJJ3A,Mumbai,South Mumbai,Prabhadevi,400013,Nucleus - One International Center,8276,9,113400,55 inch LED TV,"19.010373,72.833134",Corporate Office,"Pepper India Business Service Pvt Ltd, KOTRA Mumbai, TUNGALOY India pvt ltd, Moet Hennessy India Pvt Ltd, EuroLife Health Care Pvt Ltd, Mondelez India Food Pvt Ltd, Atradious India Credit Management service, Anurag Pandey RJ, Fever 104 FM, Atraduius Collection"
62,MS9DPJME,Mumbai,Dadar West,Senapati Bapat Marg,400013,Nucleus-Oic-P4 Led-Indoor Screen,8276,1,12600,18.3 (W) x 7.5 ft (H),"19.010373,72.833134",Corporate Office,"Pepper India Business Service Pvt Ltd, KOTRA Mumba, TUNGALOY India pvt ltd, Moet Hennessy India Pvt Ltd, EuroLife Health Care Pvt Ltd, Mondelez India Food Pvt LtdMondelez India Food Pvt Ltd, Atradious India Credit Management service, Anurag Pandey RJ,Fever 104 FM, Atraduius Collection"
63,MSE1010G,Mumbai,West,Andheri,400053,Awfis - Lokhandwala Aston Building,521,1,12600,32 inch LED TV,"19.138233442353,72.8258936539757",Coworking space,"T&K interactive, Y axis, Ashish Life science pvt ltd, LOne Ranger, Nirman productions Pvt Ltd, Beleive realtors, American Wellness, RKD Studious,, Mayoral ModaInfantil pvt ltd, hudl"
64,MSVN6ZMR,Mumbai,Western Mumbai,Lower Parel,400013,Nucleus - One World Center,7934,8,100800,55 inch LED TV,"19.006616592407227,72.83004760742188",Corporate Office,"Indusind bank Corporate office, Khaitan & Co, RBL Bank Ltd,  Mylan Pharmaceuticals, One Indiabulls Centre, Thomson Reuters, ,Indospace Development Management Pvt Ltd, Flexiloans Teachnologies Pvt Ltd, IDFC First bank, Transunion Software Services Pvt Ltd, Prahar"
65,MSXGHHQQ,Mumbai,West,Andheri,400059,Awfis - Vaman Techno Center,650,2,25200,32 inch LED TV,"19.1125518713633,72.8822431",Coworking space,"U.Y Industries PVT. LTD, Brima Sagar Maharastra Distilleries LTD, Brihans Laboratories, ,Impaxt Guru Technology ventures, Yes bank, Gr. Impactguru technology ventures Pvt. LTD, Rustic Earth"
66,MS43WB9G,Mumbai,Navi Mumbai,Vashi,400703,Bsel Tech Park,2500,48,604800,32 inch LED TV,"19.064712,72.999709",Corporate Office,"Real tech park, P-Mech Consultant pvt ltd, Career Aptitude test and counselling, Aimil ltd, Wanbury Ltd, Wellness forever , Aditya birla capital health insurance, Vodafone Idea store, Webvistar Technifo pvt ltd, Cams Vashi Office, EIKEM SOUTH ASIA PVT LTD"
67,MS8Z8A8C,Mumbai,Navi Mumbai,Turbhe,400705,Deekay Tech Park,400,8,100800,32 inch LED TV,"19.07373,73.026778",Corporate Office,"Nikarams technologies, Expert Sources Global Services Pvt Ltd."
68,MS4BZWZZ,Mumbai,West Mumbai,Ghatkopar,400086,Awfis - Schindler House,1100,1,12600,32 inch LED TV,"19.099361,72.914153",Coworking space,"Cleartrip , FLipkart,  Bhartnext, Serviceberry, MMR, RR Kabel,  Pixelated"
69,MSHJ68SD,Mumbai,Navi Mumbai,Kharghar,400709,Fitness Kingdom Platinum,250,3,37800,32 inch LED TV,"19.04710851,73.06993593",Corporate Office,
70,MS1A79AM,Mumbai,West,BKC,400051,Mumbai - BKC,310,1,12600,32 inch LED TV,"19.062274932861328,72.86825561523438",Coworking space,"Tech4billion Media Pvt Ltd, Goindia Advisors, Fractal Investments Pvt Ltd,  Kredx, SBI Mutual Funds,  ABC Consultants, Felabaility HR Solutions,  Strata Property Management service,  TATA Asset management services,  TATA Medicals"
71,MS8C7BDZ,Mumbai,West,BKC,400051,"Awfis - Adani Inspire, BKC",236,1,12600,32 inch LED TV,"19.0650915561825,72.8595969539757",Coworking space,"MUFG, AUTOLYTICS, DE DIETRICH, VITO, BOLT TECH"
72,MSVD56PA,Mumbai,Navi Mumbai,Airoli,400708,Awfis - Empire Tower,469,1,12600,32 inch LED TV,"19.170026,72.999936",Coworking space,"TaskUs India Private Limited, GEBBS Healthcare Solutions Pvt Ltd, CORBION INDIA PRIVATE LIMITED, Alten Calsoft Labs (India) Private Limited, CGG Services India Private Limited"
73,MSF28KVR,Mumbai,West,Borivali,400066,Blue Rose IND,4200,22,277200,32 inch LED TV,"19.219306,72.864986",Corporate Office,"JOPINGS INTERCRAFT LLP, Solvent Extraction Plants Manufacturer, GHCL Limited, CINEGENCE, Biodiesel Plant Manufacturers, Muez Hest India Pvt. Ltd, AKP Sublimations, Crux Digital Pvt Ltd,  Amba Enterprises Limited, Ellusion Entertainment, Krishna Foils Corporation"
74,MSRKMX06,Mumbai,Central Mumbai,Powai,400076,Nucleus - Prima Bay,5845,3,37800,55 inch LED TV,"19.123997,72.891113",Corporate Office,"KLAY Prima Bay - Preschools and Daycare, Schneider Electric"
75,MS77APEG,Mumbai,Thane,Nehru Nagar,400604,Awfis - Kalpataru Prime,589,2,25200,32 inch LED TV,"19.196884,72.956587",Coworking space,"Monster, Terralenze, Coactuar, Jisram, Idolize, Vedam, BIFCO, Big picture, Shobhas World"
76,MSFXAFF9,Mumbai,West,Andheri,400059,Awfis - Skyline Icon,1033,2,25200,32 inch LED TV,"19.1064758593329,72.8814356920486",Coworking space,"VOdafone India ltd, Indus towers ltd, Yusen Logisticcs pvt ltd, prsashasti developrs pvt ltd, cean network express india pvt ltd, More retails pvt ltd, Gozoop group,  FCM travel PVt ltd, Dhani Loans amnd evices, Baldor technologies"
77,MSR1HAPX,Mumbai,Andheri East,Chimatpada,400056,Oyo Workspace - Time Square,80,1,12600,32 inch LED TV,"19.108052,72.88348",Coworking space," Mapv Solution, Pvt.Ltd, , QUICKYEARNING PRIVATE LIMITED , KRION CONSULTING PVT LTD, , EURASIAN BUSINESS SERVICES PRIVATE LIMITED,,  VEDIKENT BUDDY LLP,, RAINSHINE ENTERTAINMENT Pvt.Ltd,  ,  MUKESH  DAVE, , Vayu Realty,,  Penta Freight Private Limited,  Farmer counsil of bharth,, Truvoices reaserch and cunusutant Pvt.Ltd, "
78,MSX9D186,Mumbai,Western Mumbai,Bandra East,400051,WeWork - BKC,3000,17,214200,43 inch LED TV,"19.058210372924805,72.86511993408203",Coworking space,"BerryPlus Technologies Private Limited, Eduwork International Services Pvt. Ltd., Leaders' Quest, MILAN INFRA MML4 CASTING YARD, Pinstorm Technologies Limited,  Eiosys Private Limited, Quantinio Technologies Private Limited"
79,MS4YF841,Mumbai,Central Mumbai,Vikhroli West,400079,WeWork - Vikhroil 247,2500,4,50400,43 inch LED TV,"19.120332717895508,72.92671966552734",Coworking space," AISeon Healthcare Technologies Pvt. Ltd., Nexus Select Malls Corporate Office, Felix Advisory Private Limited,  Simplicity Investing India Private Limited"
80,MSE78GGC,Mumbai,Western Mumbai,Goregaon East,400063,WeWork - Oberoi Commerz,2500,8,100800,43 inch LED TV,"19.170326232910156,72.86023712158203",Coworking space," Bonito Designs Goregaon Mumbai,  Bolanile Infratech Pvt Ltd,  Prospera Productions,  Bolanile Infratech Pvt Ltd,  Navicent Solutions Private Limited, Morgan Stanley Financial Advisors,  ITW Consulting Pvt Ltd"
81,MSGCAVCF,Mumbai,South Mumbai,Worli,400025,Wework - Vaswani Chambers,700,3,37800,43 inch LED TV,"19.012185,72.821374",Coworking space," Manarj Innovations pvt. Ltd., Indie Radiation Private Limited, Sonal Holland Wine Academy, Ideeya Technologies,  NDTV Mumbai, Atlys India Pvt Ltd,  Manarj Innovations pvt. Ltd."
82,MSVMM3RA,Mumbai,Western Mumbai,Andheri East,400059,Wework - Raheja Platinum,5000,19,239400,43 inch LED TV,"19.108947,72.885331",Coworking space,
83,MSDXPAMN,Mumbai,Thane,Hiranandani Estate,400607,WeWork - Zenia,2500,12,151200,43 inch LED TV,"19.25481605529785,72.98158264160156",Coworking space,"JGC Construction International Pte Ltd, Mumbai,  Nobis Technologies Pvt. Ltd,  Zapkey, PDG Software India Pvt. Ltd,  Hiranandani Zenia,  Nobis Technologies Pvt. Ltd., SunInfra Energies Private Limited - Leading Solar Power,  Envu India"
84,MSSBHNWK,Mumbai,Western Mumbai,Malad West,400064,WeWork - Spectrum,2500,8,100800,43 inch LED TV,"19.179710388183594,72.83541107177734",Coworking space,Bharathi axa life insurance
85,MS0GKW8Y,Mumbai,Western Mumbai,Andheri East,400093,Wework - Vijay Diamond,1000,4,50400,43 inch LED TV,"19.11741,72.86921",Coworking space,FYND
86,MSASX74S,Mumbai,Western Mumbai,Andheri East,400076,Wework - Chromium,4000,6,75600,43 inch LED TV,"19.12561,72.89091",Coworking space,"Open secret, True meds"
